child_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
ID_0I0999N6S,57.37189280846194,child_observe_total,teacher_emotional_total,child_observe_diligent,child_observe_attentive,teacher_emotional_total_pri_fees_amount_multiply,child_gender,teacher_emotional_total_pri_fees_amount_pv_multiply,child_observe_interested,teacher_social_total,teacher_emotional_met,child_observe_general,count_toilets_children,count_staff_time_full_std_enum,teacher_emotional_understand,teacher_social_nonaggressive
ID_GQ6ONJ4FP,49.00068244525851,child_observe_total,teacher_emotional_total,child_observe_concentrated,child_observe_diligent,child_observe_attentive,teacher_emotional_total_pri_fees_amount_multiply,child_gender,child_observe_interested,teacher_social_total,child_date_day_mean_enum,teacher_emotional_understand,teacher_emotional_met,teacher_emotional_total_pri_fees_amount_pv_multiply,pra_agency_understand,teacher_emotional_selfstarter
ID_YZ76CVRW3,46.09663511565173,child_observe_diligent,child_observe_total,child_observe_attentive,data_year_std_enum,child_observe_total_mean,count_toilets_children_std_prov,child_age_std_enum,child_observe_concentrated,pri_year_mean,teacher_social_total_mean_enum,count_staff_qual_nqf6_9_std_prov,teacher_emotional_understand,teacher_social_nonaggressive,count_register_year_2020,quintile_mean_enum
ID_BNINCRXH8,66.55236574211605,child_observe_total,child_observe_concentrated,child_observe_diligent,child_observe_attentive,teacher_emotional_total,child_gender,pri_capacity,pri_funding_subsidy_mean_enum,child_age_mean,child_age_std_enum,child_age_child_height_divide,count_register_race_std_enum,count_register_year_grader_std,child_dob_day,count_register_all_std_enum
ID_1U7GDTLRI,48.426595562723605,child_observe_total,child_observe_diligent,child_observe_attentive,count_register_race_std_enum,pri_funding_subsidy_mean_enum,obs_materials,pri_fees_amount_std_enum,child_enrollment_age,pri_fees_amount_pv_std,id_facility,count_toilets_children_mean_prov,longitude_mean,pri_fees_amount_std,teacher_emotional_understand,id_ward_mean
ID_HUPM6GALH,65.97610228454255,child_age,child_age_group,id_facility,child_observe_diligent,child_observe_total,ward_best,ses_proxy,child_observe_attentive,child_age_child_height_divide,child_date_month_std,child_observe_total_mean,child_age_mean,child_gender,child_age_std_enum,teacher_social_total_mean_enum
ID_RLC7D66D6,39.522061865330514,child_observe_total,child_observe_concentrated,child_height,child_observe_diligent,child_observe_attentive,child_zha,teacher_emotional_total,child_years_in_programme,child_enrollment_age,child_observe_interested,teacher_emotional_met,child_observe_general,pri_separate,child_dob_day,teacher_emotional_independent
ID_3IDOXBRX5,48.37053083927516,child_observe_total,teacher_emotional_total,child_observe_diligent,child_zha,child_date_month,child_observe_attentive,child_gender,child_observe_interested,child_years_in_programme,teacher_emotional_understand,teacher_emotional_met,count_children_present,count_register_year_2020,teacher_emotional_independent,teacher_social_nonaggressive
ID_5HF27TNFX,52.62234107832307,child_observe_total,child_observe_concentrated,child_observe_diligent,child_observe_total_mean,child_observe_attentive,child_zha,data_year_std_enum,child_observe_general,child_date_month_std_enum,child_age_std_enum,teacher_social_total_mean_enum,count_register_year_2020,child_zha_std,teacher_emotional_understand,id_ward_n
ID_C9RZNXMYF,45.60331870248786,teacher_emotional_total,child_observe_diligent,child_observe_total,child_observe_attentive,teacher_emotional_met,teacher_emotional_understand,teacher_social_nonaggressive,teacher_social_total,child_enrollment_age,obs_materials,child_date_day_mean_enum,count_staff_time_full_std_enum,child_observe_concentrated,teacher_emotional_independent,count_staff_salary_paid_std_enum
ID_63GVO6496,58.10526182279969,child_observe_total,child_dob_year_mean,child_date_month,child_observe_diligent,child_observe_attentive,pri_funding_subsidy_mean_enum,child_observe_total_mean,child_gender,child_years_in_programme,child_date_month_std,id_facility,child_observe_interested,child_dob_day,count_register_year_2017_mean,latitude_std_enum
ID_MQDKXQO9R,33.39303146895701,child_observe_total_mean,pri_funding_subsidy_mean_enum,child_months_enrolment,count_register_race_african_std_enum,child_years_in_programme,count_register_race_std_enum,count_staff_salary_paid_std_enum,count_staff_time_full_std_enum,count_register_year_2020,teacher_emotional_independent,count_staff_gender_std_enum,count_register_all_std_enum,obs_classrooms_std_enum,ses_proxy_mean,obs_handwashing_1
ID_8NHEV4JYV,24.40699382522012,child_dob_day,obs_materials,child_observe_total_mean,child_years_in_programme,pri_separate,count_register_year_2020,count_register_all_std,pri_calc_time_open,obs_area_3,obs_materials_9,id_prov_n,teacher_emotional_confidence,quintile_std_enum,id_facility,teacher_emotional_total_std_enum
ID_49Q0B09ZE,47.48448497835013,child_observe_total,child_age,child_age_group,child_height,child_observe_concentrated,child_observe_diligent,child_dob_month,id_facility,child_observe_general,latitude_longitude_divide,child_observe_attentive,child_date_month_std_enum,id_ward_mean,child_observe_interested,child_age_child_height_multiply
ID_OFDARJRN8,29.676447201141553,child_height,child_age_child_height_divide,child_gender,latitude_longitude_divide,child_age_child_height_multiply,child_years_in_programme,child_observe_interested,count_register_year_2020,teacher_emotional_understand,obs_area_3,pri_language_2,id_ward_mean_enum,obs_materials_12,pra_agency_order,count_register_year_2018
ID_SUUJWQCUK,62.21241749258226,child_observe_total,child_age,ses_proxy,child_observe_concentrated,child_observe_diligent,child_date_month,child_age_group,child_observe_attentive,pri_fees_amount,child_gender,pri_fees_amount_pv_pri_fees_amount_multiply,child_age_child_height_divide,pri_fees_amount_pv,teacher_social_total_mean_enum,ward_best
ID_LSRZPR784,52.908767979628685,teacher_emotional_total,child_observe_diligent,child_observe_total,child_dob_day,child_date_month,teacher_emotional_total_pri_fees_amount_multiply,child_observe_attentive,child_observe_total_mean_enum,child_date_month_std,child_observe_total_mean,child_dob_day_mean,child_enrollment_age,child_years_in_programme,child_gender,teacher_emotional_met
ID_W0L3EEXNX,41.5934195276181,child_observe_total,teacher_emotional_total,child_observe_concentrated,child_observe_diligent,child_observe_attentive,child_gender,teacher_social_total,teacher_emotional_understand,teacher_emotional_met,obs_toilet,teacher_social_nonaggressive,teacher_emotional_independent,count_register_year_2020,teacher_social_cooperate,id_dc_n
ID_O5WURWYLF,40.70976675630445,child_height,child_observe_total_mean_enum,child_observe_total_mean,child_gender,child_zha,pri_funding_subsidy_mean_enum,count_register_year_2020,child_date_day_mean_enum,count_register_race_other_std_enum,child_observe_concentrated,id_facility,child_zha_std,child_months_enrolment_std,child_dob_day_mean,count_children_present
ID_EQAZQ4SZ7,67.88648617932924,child_observe_total,child_age,child_observe_concentrated,child_observe_diligent,child_age_group,child_observe_attentive,child_zha,child_height,child_date_month,child_observe_general,latitude_longitude_divide,child_gender,child_observe_interested,child_date_month_std,child_age_mean
ID_UXL36DZL7,56.68851522733267,teacher_emotional_total,child_height,child_dob_month,child_observe_total,teacher_emotional_total_pri_fees_amount_multiply,child_zha,child_observe_diligent,child_date_month,pri_funding_subsidy_mean_enum,child_observe_attentive,teacher_emotional_total_pri_fees_amount_pv_multiply,child_gender,teacher_emotional_met,child_date_day_mean_enum,teacher_emotional_understand
ID_WCDXTO0HT,32.271767231421535,child_height,count_register_race_std_enum,child_observe_total_mean,obs_materials,child_zha,count_register_race_african_std_enum,child_enrollment_age,count_staff_time_full_std_enum,pri_fees_amount_pv_pri_fees_amount_multiply,count_register_year_2020,count_register_gender_male_std_enum,pri_funding_subsidy_mean_enum,child_zha_std_enum,count_staff_salary_paid_std_enum,latitude_std
