child_id,current_variable,current_elom,new_variable,new_elom,relevant_category_change,variable
ID_GQ6ONJ4FP,11.0,47.38370910864646,7.0,42.431735977900296,Green to Yellow,child_observe_total
ID_C9RZNXMYF,8.0,49.70468702720077,7.0,46.03199042493371,Green to Yellow,child_observe_total
ID_49Q0B09ZE,12.0,44.840637707439605,8.0,39.65573211675316,Yellow to Red,child_observe_total
ID_W0L3EEXNX,10.0,38.67776161994593,7.0,34.37100488566976,Yellow to Red,child_observe_total
ID_WCDXTO0HT,2.0,31.921706335619348,7.0,37.82670888229399,Red to Yellow,child_observe_total
ID_B6TIIEIQJ,12.0,47.28711231462549,7.0,40.22755961780776,Green to Yellow,child_observe_total
ID_WYP2V4JWK,8.0,36.1252272353482,7.0,34.7450312010138,Yellow to Red,child_observe_total
ID_HEKRYM1A4,12.0,47.24455531118235,7.0,42.35047105849557,Green to Yellow,child_observe_total
ID_51ON1WCV7,10.0,46.98750635704075,7.0,44.595704213708245,Green to Yellow,child_observe_total
ID_JZEFKYXAV,11.0,37.75480334324418,7.0,32.57849662404577,Yellow to Red,child_observe_total
ID_BOWZ3YIOO,9.0,36.43511209045547,7.0,33.02714510713712,Yellow to Red,child_observe_total
ID_7C8Y2CJBR,2.0,38.71027325315717,8.0,46.7791899027356,Red to Yellow,child_observe_total
ID_HSPOEP3KD,0.0,45.52939913386689,7.0,47.89764261267263,Yellow to Green,child_observe_total
ID_S23WCQAY9,4.0,34.5342275969419,7.0,37.38155925694662,Red to Yellow,child_observe_total
ID_G8LXFG5SP,5.0,45.04552987715635,7.0,48.03189376528027,Yellow to Green,child_observe_total
ID_P7XX71DOU,2.0,31.890165899652875,7.0,36.871746272252985,Red to Yellow,child_observe_total
ID_PPNIV7TLE,12.0,52.68602263764533,7.0,45.58210647802126,Green to Yellow,child_observe_total
ID_9EOEKVOYD,12.0,41.61982487827762,7.0,32.90039824063803,Yellow to Red,child_observe_total
ID_911PIXSUB,1.0,42.03095810677131,8.0,46.08728942707683,Red to Yellow,child_observe_total
ID_Y1KKIXLGR,,43.41382781136605,7.0,46.435505678268285,Yellow to Green,child_observe_total
ID_Y5WAO26UO,3.0,33.72858905726328,7.0,38.33130549879729,Red to Yellow,child_observe_total
ID_PULJM98PM,,54.20071406970907,8.0,56.17041221416972,Yellow to Green,child_observe_total
ID_FR89ZFSB0,9.0,55.43334409208224,8.0,53.79980836989661,Green to Yellow,child_observe_total
ID_9S7BRSJ0I,12.0,59.44314202173392,8.0,53.55594390731223,Green to Yellow,child_observe_total
ID_ZFKL07EJF,4.0,41.91553378368023,8.0,46.547520007010064,Red to Yellow,child_observe_total
ID_FL1AGT92O,9.0,37.68832114503971,7.0,35.252787783005964,Yellow to Red,child_observe_total
ID_FPEWP519B,4.0,35.48104036533992,7.0,38.73345879804987,Red to Yellow,child_observe_total
ID_QH2UO51NK,4.0,42.56919928564274,7.0,46.38366644367178,Yellow to Green,child_observe_total
ID_L8WU7GJ9C,12.0,50.2301800038794,7.0,45.20012402611229,Green to Yellow,child_observe_total
ID_936ORVFIE,4.0,32.62158205289737,7.0,36.019087190425466,Red to Yellow,child_observe_total
ID_P2BA7QUTM,10.0,49.00996127687913,7.0,42.70255520700465,Green to Yellow,child_observe_total
ID_IL5M8MQX0,1.0,42.74466505284081,8.0,50.26764129950137,Red to Yellow,child_observe_total
ID_V8NPXA856,3.0,50.73999873177444,8.0,56.996756243049255,Yellow to Green,child_observe_total
ID_2HQEBX3HF,12.0,38.15039284405287,7.0,33.0202401718663,Yellow to Red,child_observe_total
ID_UBTFR5FQU,,46.251142135606976,7.0,47.214957515815385,Yellow to Green,child_observe_total
ID_ZQXQDRVG6,,34.28603700233929,7.0,37.278643891086894,Red to Yellow,child_observe_total
ID_AIWDXP6V0,5.0,52.06850309764462,8.0,54.70489354716437,Yellow to Green,child_observe_total
ID_IKDS5D6IS,10.0,58.631281378138354,8.0,53.90694536973995,Green to Yellow,child_observe_total
ID_FG6RD31RW,12.0,43.541972945582046,7.0,35.638869226935924,Yellow to Red,child_observe_total
ID_4KKTIBYIY,11.0,48.40505627725164,7.0,43.27944315021557,Green to Yellow,child_observe_total
ID_UR97D989W,5.0,41.66630444742348,8.0,47.39706619284808,Red to Yellow,child_observe_total
ID_GSE8180PF,3.0,43.60852040410358,7.0,47.6563649651748,Yellow to Green,child_observe_total
ID_SJOFDPG7F,12.0,60.06175088866147,8.0,54.10091232313313,Green to Yellow,child_observe_total
ID_ZQJI1INRL,6.0,51.66049571176303,8.0,55.58202178973349,Yellow to Green,child_observe_total
ID_RFTR97Q7A,12.0,49.7297290184996,7.0,39.734176720994135,Green to Yellow,child_observe_total
ID_PQ6CHBACX,12.0,49.24432733514637,7.0,42.81890291129984,Green to Yellow,child_observe_total
ID_YPVSFUNJA,12.0,38.07485155124333,7.0,32.91325477149297,Yellow to Red,child_observe_total
ID_TVD6C1FDR,12.0,51.575529036019965,7.0,45.52795174546032,Green to Yellow,child_observe_total
ID_G9NQFZ9O5,,34.34359151295662,7.0,38.64673397562736,Red to Yellow,child_observe_total
ID_8S1D58UN2,5.0,49.93048347658538,8.0,54.6545195843784,Yellow to Green,child_observe_total
ID_MORZ2BCBD,,33.921013447336705,7.0,37.44997140067238,Red to Yellow,child_observe_total
ID_YB16O05CT,12.0,40.83560779431353,7.0,33.37590479635096,Yellow to Red,child_observe_total
ID_JGSEDR5FL,4.0,35.57417467540378,7.0,39.445224504004166,Red to Yellow,child_observe_total
ID_RVWTUGFMX,12.0,49.626916263556375,7.0,43.23103399956173,Green to Yellow,child_observe_total
ID_S20TKH1D5,,46.205342746043,7.0,46.51601014383306,Yellow to Green,child_observe_total
ID_QF1R03ZRV,8.0,46.73015903172436,7.0,42.63043565441627,Green to Yellow,child_observe_total
ID_TH1HZEQ1L,,46.167173934460976,7.0,47.73221453804687,Yellow to Green,child_observe_total
ID_ET6K6HL2Z,4.0,42.41324852756548,8.0,46.24245064275068,Red to Yellow,child_observe_total
ID_SHIHF5GAL,4.0,53.064848425478885,8.0,56.74568461609322,Yellow to Green,child_observe_total
ID_WRTKHKODC,8.0,47.86153989884853,7.0,43.71622922627485,Green to Yellow,child_observe_total
ID_BZYQLLUBO,8.0,47.85256588716396,7.0,46.18490469809039,Green to Yellow,child_observe_total
ID_9SFB3G63I,1.0,33.11918697892088,7.0,36.61576025572704,Red to Yellow,child_observe_total
ID_7USJ9IHUD,12.0,46.55867388782498,7.0,40.57374337231344,Green to Yellow,child_observe_total
ID_AA7UQY6OG,3.0,35.71637042176712,7.0,38.083434206848274,Red to Yellow,child_observe_total
ID_GXJJJXTKM,5.0,42.119323925360135,8.0,45.1451094317836,Red to Yellow,child_observe_total
ID_25B635P8P,8.0,46.66371950295122,7.0,44.36945851189135,Green to Yellow,child_observe_total
ID_45MEGWYVV,2.0,40.93935201007062,8.0,48.81009422813946,Red to Yellow,child_observe_total
ID_QOL6BJ7RC,5.0,35.46472364037262,7.0,40.23964860991995,Red to Yellow,child_observe_total
ID_WQGHTCDNF,6.0,35.964530971377975,7.0,36.82310127370347,Red to Yellow,child_observe_total
ID_W4KAWKF52,12.0,63.3353618938926,8.0,52.559035951461766,Green to Yellow,child_observe_total
ID_54R2SLP2U,12.0,49.36442825195135,7.0,42.63716762099356,Green to Yellow,child_observe_total
ID_8ZX1N6CG4,5.0,53.577966546139,8.0,59.2352944789907,Yellow to Green,child_observe_total
ID_FOK9GKLSU,11.0,57.81058586401458,8.0,54.268280920783006,Green to Yellow,child_observe_total
ID_Z7N5LLNMC,8.0,47.40688106576861,7.0,45.06504834677948,Green to Yellow,child_observe_total
ID_LCA2JRX1G,,40.64118193150348,8.0,47.15488767777858,Red to Yellow,child_observe_total
ID_3U9MQP8TM,9.0,56.79310558838821,8.0,52.59541838128545,Green to Yellow,child_observe_total
ID_YEGLWG5NE,12.0,54.41635446000228,8.0,48.14434427597756,Green to Yellow,child_observe_total
ID_RFPRWLX2L,4.0,41.7634741570581,8.0,48.69064750183247,Red to Yellow,child_observe_total
ID_JRXW4JXKP,12.0,52.36619076121746,7.0,43.67415892777972,Green to Yellow,child_observe_total
ID_A1HJW9DQN,2.0,43.02253840430345,8.0,49.752065710518224,Red to Yellow,child_observe_total
ID_976RKJDB2,1.0,33.893846590390496,7.0,38.75574571155213,Red to Yellow,child_observe_total
ID_21GYRT63Y,2.0,42.900709608679314,8.0,49.07153467313147,Red to Yellow,child_observe_total
ID_Z1DX6OWSQ,,34.53887981776485,7.0,36.908855852531886,Red to Yellow,child_observe_total
ID_9A2EE21M0,,44.990139906810434,7.0,48.5489629615269,Yellow to Green,child_observe_total
ID_F9OD1PFFP,9.0,47.28261735409748,7.0,42.97428764244879,Green to Yellow,child_observe_total
ID_3C5I3N9Z8,4.0,32.702766944777125,7.0,36.45575591467076,Red to Yellow,child_observe_total
ID_L3UNNF5AK,4.0,42.95458175193352,8.0,46.56862395838998,Red to Yellow,child_observe_total
ID_KDVSYYOO8,12.0,54.29638655112856,7.0,46.26304994426839,Green to Yellow,child_observe_total
ID_V1102CTL9,12.0,39.96503913510258,7.0,35.86405632355965,Yellow to Red,child_observe_total
ID_FUOGD2FQK,12.0,51.94958151298375,7.0,43.620965869642966,Green to Yellow,child_observe_total
ID_DTJHWL38A,6.0,41.44672083412196,8.0,45.46764074536195,Red to Yellow,child_observe_total
ID_58JQIM36N,2.0,52.39198619971799,8.0,57.39429002320327,Yellow to Green,child_observe_total
ID_I1V451VGD,10.0,46.51093579304482,7.0,45.92694744911658,Green to Yellow,child_observe_total
ID_D0DLKY5QK,,34.61514139045327,7.0,36.42408314115109,Red to Yellow,child_observe_total
ID_TRGUALWBC,8.0,46.83153638468376,7.0,44.1780600282519,Green to Yellow,child_observe_total
ID_ZI094H5VW,9.0,48.81838532563652,7.0,45.689463478081066,Green to Yellow,child_observe_total
ID_2BCDV5K21,12.0,48.44689637562836,7.0,39.67670822557479,Green to Yellow,child_observe_total
ID_XJNLLONEH,,46.02336529310647,7.0,46.483829155879945,Yellow to Green,child_observe_total
ID_ZJ0PB2RFL,11.0,51.99565625551921,7.0,45.59178990232913,Green to Yellow,child_observe_total
ID_PPARE41JK,,44.85896769205793,7.0,49.55227735939781,Yellow to Green,child_observe_total
ID_6YO5J3ZFE,4.0,33.578904685245504,7.0,36.90838429124606,Red to Yellow,child_observe_total
ID_4UO49J6WB,12.0,49.66786824804021,7.0,41.5195273245023,Green to Yellow,child_observe_total
ID_BXP58216A,5.0,50.19162486570924,8.0,55.043519147380046,Yellow to Green,child_observe_total
ID_Y0LS9F9MJ,2.0,39.84349656344457,8.0,46.31169418014226,Red to Yellow,child_observe_total
ID_WJLIDN5TX,5.0,51.553710071114295,8.0,56.4240546380386,Yellow to Green,child_observe_total
ID_W8WZR0OGB,3.0,44.4395700057398,7.0,50.99947755272379,Yellow to Green,child_observe_total
ID_IR9IW9561,4.0,54.08774498686901,8.0,57.025133972321726,Yellow to Green,child_observe_total
ID_NZU52SWUG,11.0,36.15502749237657,7.0,29.836589349421963,Yellow to Red,child_observe_total
ID_33BCSMU8B,,45.724311433084296,7.0,47.76226883323727,Yellow to Green,child_observe_total
ID_SFL7YIPGA,4.0,41.16493030979032,8.0,44.376948354912805,Red to Yellow,child_observe_total
ID_IVO454ABB,12.0,53.77708481044619,7.0,45.08403290264881,Green to Yellow,child_observe_total
ID_0O8DFBI57,12.0,54.92910453422601,7.0,45.06607701399616,Green to Yellow,child_observe_total
ID_0EFO8RIZY,12.0,39.554083122684965,7.0,30.93136268682937,Yellow to Red,child_observe_total
ID_ADEG2X54U,,35.364258655292595,7.0,36.88808086634929,Red to Yellow,child_observe_total
ID_01RAL2DTR,5.0,44.98308956794307,7.0,46.738389689451296,Yellow to Green,child_observe_total
ID_ATFPG1KTR,10.0,57.06098962919455,8.0,53.61984334725255,Green to Yellow,child_observe_total
ID_WA4STWB2W,12.0,51.499661840410845,7.0,43.44314314316606,Green to Yellow,child_observe_total
ID_2L4P6KZ4S,9.0,37.17294365183031,7.0,33.18995938354137,Yellow to Red,child_observe_total
ID_7M06Y0D8D,4.0,43.19180213770756,8.0,47.65288863266387,Red to Yellow,child_observe_total
ID_NZU4GOBAF,11.0,39.56349522163006,7.0,34.39586822493745,Yellow to Red,child_observe_total
ID_KOKBFIN07,4.0,42.90681251390888,8.0,46.34927935290183,Red to Yellow,child_observe_total
ID_PJ6U2ACXP,6.0,51.32120521685471,8.0,56.33913095232761,Yellow to Green,child_observe_total
ID_6AOG0945S,10.0,48.589309413557245,7.0,41.16448008872671,Green to Yellow,child_observe_total
ID_QG2LGO8XJ,12.0,54.19632525422563,7.0,45.558215974724746,Green to Yellow,child_observe_total
ID_9CMK0NEGO,8.0,36.02453838419922,7.0,32.56661661093518,Yellow to Red,child_observe_total
ID_1311QBPVE,9.0,54.96000287757094,8.0,52.10944732797066,Green to Yellow,child_observe_total
ID_G9Q6ADIRE,1.0,34.97551460019869,7.0,37.25576624674802,Red to Yellow,child_observe_total
ID_ENJPEU8W9,7.0,52.68552819611006,8.0,55.184069092103954,Yellow to Green,child_observe_total
ID_JHPS6XA0T,5.0,52.79642120598034,8.0,56.73492463642618,Yellow to Green,child_observe_total
ID_XR2FQRSFV,3.0,52.675272908909854,8.0,56.976026246752966,Yellow to Green,child_observe_total
ID_A7DXENQU1,9.0,48.94276030071878,7.0,44.21236447051639,Green to Yellow,child_observe_total
ID_4PKD6NF4L,8.0,36.52832790713186,7.0,35.818292595830336,Yellow to Red,child_observe_total
ID_ODU5PVFTT,,45.16622394633746,7.0,47.35098049644806,Yellow to Green,child_observe_total
ID_OJVZD17ZD,9.0,36.29436433406259,7.0,35.22147376518592,Yellow to Red,child_observe_total
ID_0HZJ5X0KD,12.0,51.591664230404106,7.0,43.03454201358029,Green to Yellow,child_observe_total
ID_8K6N51RC2,10.0,46.81010637021427,7.0,42.18091988275911,Green to Yellow,child_observe_total
ID_ZQBRBUYGT,6.0,34.52684825970583,7.0,38.29677889939024,Red to Yellow,child_observe_total
ID_JIE5VIW1N,10.0,38.10664882283085,7.0,34.11448186175069,Yellow to Red,child_observe_total
ID_DHU9WAW1H,8.0,37.545491217403374,7.0,34.75223656682314,Yellow to Red,child_observe_total
ID_618DA3XIF,8.0,37.10826069263397,7.0,33.63543875231204,Yellow to Red,child_observe_total
ID_50LLWM1P9,7.0,51.76208009487248,8.0,54.97621869929191,Yellow to Green,child_observe_total
ID_3Y2T4EL1V,4.0,45.99344445161525,7.0,46.92609079622172,Yellow to Green,child_observe_total
ID_H8A3XK6KD,4.0,35.10681078245256,7.0,36.3610629404094,Red to Yellow,child_observe_total
ID_TVKSNLX0F,2.0,41.02048546669537,8.0,44.26522346144807,Red to Yellow,child_observe_total
ID_HM02PSH8T,12.0,38.61482057867222,7.0,30.890362446427133,Yellow to Red,child_observe_total
ID_B0XGUY7OB,12.0,50.463411377876334,7.0,42.18168715445971,Green to Yellow,child_observe_total
ID_X4V7266CT,4.0,40.09775289021599,8.0,46.90568791503972,Red to Yellow,child_observe_total
ID_DUSLJY6J1,12.0,52.44104494061614,7.0,42.50367678486519,Green to Yellow,child_observe_total
ID_R8W8DI1QG,11.0,51.47237885159328,7.0,46.21964244302343,Green to Yellow,child_observe_total
ID_T1RT2WDYI,11.0,46.52117497529336,7.0,40.16634859810056,Green to Yellow,child_observe_total
ID_1T8UE1Y5U,5.0,51.45874581042984,8.0,55.36376666186876,Yellow to Green,child_observe_total
ID_HODOS2FOK,3.0,45.28352125166344,7.0,48.279634524475,Yellow to Green,child_observe_total
ID_96KWMTFDZ,12.0,47.62111774902049,7.0,39.08152743392191,Green to Yellow,child_observe_total
ID_G0Q3DXRJF,9.0,54.78058923622409,8.0,53.54022786161568,Green to Yellow,child_observe_total
ID_EVP2FCOYX,12.0,58.10931850877383,8.0,52.837654424124175,Green to Yellow,child_observe_total
ID_OPSUJ7474,5.0,34.31580178096122,7.0,38.01503748172527,Red to Yellow,child_observe_total
ID_FNVAUUKI4,,34.33129351927976,7.0,39.339636743517744,Red to Yellow,child_observe_total
ID_A8VO9JCB6,12.0,49.6990028870641,7.0,40.73749655769515,Green to Yellow,child_observe_total
ID_WWNQNWO7L,5.0,52.569383220772,8.0,57.48391140845175,Yellow to Green,child_observe_total
ID_YYJ9RAH8H,4.0,34.40879753147063,7.0,37.55146645664351,Red to Yellow,child_observe_total
ID_6O492Z416,4.0,50.787776131213406,8.0,56.29614469116283,Yellow to Green,child_observe_total
ID_03TK2WR12,6.0,46.46299594261345,7.0,44.51781249897509,Green to Yellow,child_observe_total
ID_OM8532X9S,2.0,53.22058669567164,8.0,61.43794782194769,Yellow to Green,child_observe_total
ID_PNSEQ4AHJ,4.0,47.38514216864075,8.0,54.56498378159362,Yellow to Green,child_observe_total
ID_5OAW5SGTV,6.0,44.39724834033663,7.0,47.17896124104089,Yellow to Green,child_observe_total
ID_NFR9ME4WD,9.0,54.66913302777575,8.0,53.545981625981945,Green to Yellow,child_observe_total
ID_4QVXTCTNA,12.0,45.783207906112736,7.0,36.00606372091115,Yellow to Red,child_observe_total
ID_IU5KMM619,8.0,47.483673712257065,7.0,43.82673693744994,Green to Yellow,child_observe_total
ID_BK3PC5AU2,4.0,44.70955101359989,7.0,47.23528817245769,Yellow to Green,child_observe_total
ID_CQXK6TZY5,10.0,55.32115211758006,8.0,51.51294678842423,Green to Yellow,child_observe_total
ID_2C6HEIZSQ,12.0,39.34293142254676,7.0,34.77180486633178,Yellow to Red,child_observe_total
ID_I3LB51CM7,4.0,50.738097436694616,8.0,56.26043685743295,Yellow to Green,child_observe_total
ID_GOUDQT4PX,8.0,47.81163472629173,7.0,45.81250596050093,Green to Yellow,child_observe_total
ID_MPSQQJD03,4.0,51.18643935838241,8.0,57.048847088618615,Yellow to Green,child_observe_total
ID_QACAZVMRI,4.0,44.23683369325069,7.0,49.09190283379681,Yellow to Green,child_observe_total
ID_6WOM6ZPKQ,5.0,43.5259541168591,7.0,46.40449534613686,Yellow to Green,child_observe_total
ID_8JHS9WYIK,0.0,52.6360210856757,8.0,55.6190281301184,Yellow to Green,child_observe_total
ID_WCSIU2A6G,,46.06192455946184,7.0,47.81241262744524,Yellow to Green,child_observe_total
ID_L1EIAPUF8,2.0,40.23395595968319,8.0,47.43369139489524,Red to Yellow,child_observe_total
ID_WKMJ7ANYN,6.0,52.5150768951662,8.0,54.959988859663625,Yellow to Green,child_observe_total
ID_P7U2FFQU5,3.0,32.90090677981257,7.0,36.27186243154309,Red to Yellow,child_observe_total
ID_MDKZ19SL2,10.0,55.71852032657153,8.0,50.93330779313769,Green to Yellow,child_observe_total
ID_RT4XHZ2YE,12.0,52.7196318208814,7.0,44.56136316114403,Green to Yellow,child_observe_total
ID_V262TV2N4,5.0,50.2175560599361,8.0,55.868650634261336,Yellow to Green,child_observe_total
ID_1O9V2QEX5,3.0,31.523644138859343,7.0,36.66997527443281,Red to Yellow,child_observe_total
ID_WW11C1SVD,7.0,52.94428951640667,8.0,56.6378420693541,Yellow to Green,child_observe_total
ID_1IDKCZQXP,,35.64042422710842,7.0,39.00547270564264,Red to Yellow,child_observe_total
ID_TTN8KL30X,12.0,59.72592510739844,8.0,53.06037446694452,Green to Yellow,child_observe_total
ID_9VOR9XO6O,10.0,43.38937677767584,8.0,41.6582272379224,Yellow to Red,child_observe_total
ID_FK9UZOO94,12.0,50.22677518273171,7.0,43.06142971475507,Green to Yellow,child_observe_total
ID_1WZ43WFH1,5.0,43.19907880883608,7.0,46.45077108275586,Yellow to Green,child_observe_total
ID_KV05GAJCY,5.0,52.50793057513091,8.0,55.21668129353747,Yellow to Green,child_observe_total
ID_0EVKQEHVL,4.0,51.04641756128775,8.0,57.1097901773957,Yellow to Green,child_observe_total
ID_I5NIYYAZX,3.0,34.19810232998512,7.0,36.74395789426769,Red to Yellow,child_observe_total
ID_IK24JHZD8,8.0,46.86807785653631,7.0,45.65100688584669,Green to Yellow,child_observe_total
ID_4R00W7G8E,4.0,34.13990775484905,7.0,37.25006149562895,Red to Yellow,child_observe_total
ID_RL1J1WWFQ,11.0,52.47312433728031,7.0,43.485286532227846,Green to Yellow,child_observe_total
ID_ZUADIHUDR,1.0,35.51950180688424,7.0,36.38542140199387,Red to Yellow,child_observe_total
ID_VFBBZ0Q3N,5.0,42.241653265163976,8.0,46.76578641213311,Red to Yellow,child_observe_total
ID_UMH0TH7VZ,6.0,45.10956767097996,7.0,46.37449470466513,Yellow to Green,child_observe_total
ID_MKDWSVLJ3,5.0,52.31417539447971,8.0,55.59595551841889,Yellow to Green,child_observe_total
ID_6PN3LPQB2,12.0,52.49836043333313,7.0,43.94191510143622,Green to Yellow,child_observe_total
ID_6FDC3EP92,6.0,52.53434229510885,8.0,56.92625711268597,Yellow to Green,child_observe_total
ID_DTBWQB2G9,5.0,46.26273476939592,7.0,48.39677726716815,Yellow to Green,child_observe_total
ID_QD03BAHNA,9.0,38.24365731613421,7.0,35.464870896915535,Yellow to Red,child_observe_total
ID_N8GO0N7F6,12.0,45.882734982059006,8.0,40.226717935270855,Yellow to Red,child_observe_total
ID_1B97UN3VT,12.0,54.68369629004326,8.0,50.640068179984176,Green to Yellow,child_observe_total
ID_X9AGBD4QM,8.0,38.311595075881385,7.0,35.77668780913515,Yellow to Red,child_observe_total
ID_4KMWZT8IM,5.0,45.90224431583695,7.0,47.36521421557806,Yellow to Green,child_observe_total
