child_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
ID_0I0999N6S,59.016240691681816,child_observe_total,teacher_emotional_total,teacher_emotional_total_pri_fees_amount_pv_multiply,child_observe_diligent,child_observe_attentive,child_gender,teacher_emotional_total_pri_fees_amount_multiply,child_observe_interested,count_staff_salary_paid_std_enum,teacher_emotional_understand,count_children_present,child_dob_month,teacher_emotional_selfstarter,child_observe_general,count_toilets_children
ID_GQ6ONJ4FP,45.94153684478555,child_observe_total,teacher_emotional_total,child_observe_concentrated,child_observe_attentive,child_observe_diligent,teacher_emotional_total_pri_fees_amount_multiply,child_gender,teacher_emotional_understand,child_date_day_mean_enum,teacher_social_total,child_dob_day_mean_enum,child_observe_interested,count_register_year_2020,teacher_social_cooperate,id_facility
ID_YZ76CVRW3,46.686355039892504,child_observe_diligent,child_observe_total,child_observe_attentive,child_observe_total_mean,obs_classrooms_mean,data_year_std_enum,child_observe_concentrated,child_age_std_enum,id_team_mean_enum,pri_funding_subsidy_mean,child_dob_day_std,quintile_std_enum,id_ward_std_enum,obs_handwashing_1,child_date_year_std_enum
ID_BNINCRXH8,67.93124471874873,child_observe_total,child_observe_concentrated,child_age,child_observe_attentive,child_observe_diligent,count_register_year_grader_mean,count_staff_gender_std_enum,pri_capacity,count_staff_time_full_std_enum,child_gender,pri_funding_subsidy_mean,child_years_in_programme,teacher_social_total_mean_enum,count_staff_gender_female_std_enum,teacher_emotional_understand
ID_1U7GDTLRI,45.78646293790167,child_observe_total,child_observe_diligent,child_observe_attentive,pri_funding_subsidy_mean,count_staff_time_std_enum,obs_materials,child_enrollment_age,count_staff_time_full_std_enum,id_team_mean_enum,id_ward_mean,count_staff_gender_std_enum,count_register_year_2020,teacher_emotional_understand,id_facility,latitude
ID_HUPM6GALH,64.77040478463813,child_age,child_age_group,id_facility,ward_best,child_observe_total,child_height,ses_proxy,child_observe_diligent,child_age_std_enum,child_observe_attentive,child_age_child_height_multiply,child_date_month_std,child_gender,child_dob_day_std,id_team_mean_enum
ID_RLC7D66D6,40.80832725243001,child_observe_total,child_observe_concentrated,child_observe_attentive,child_observe_diligent,child_zha,teacher_emotional_total,child_years_in_programme,pri_separate,teacher_social_total_mean_enum,child_observe_general,id_ward_std_enum,count_register_year_2020,id_dc_n_std,child_observe_interested,child_dob_day
ID_3IDOXBRX5,45.502154476029105,child_observe_total,teacher_emotional_total,child_zha,child_observe_diligent,child_observe_attentive,child_date_month,child_gender,child_age_child_height_divide,teacher_social_total,child_observe_interested,child_years_in_programme,child_date_day_mean_enum,teacher_emotional_understand,count_children_present,count_register_year_2020
ID_5HF27TNFX,49.01378673093389,child_observe_total,child_observe_concentrated,child_observe_diligent,child_zha,child_observe_attentive,data_year_std_enum,child_date_year_std_enum,id_team_mean_enum,child_observe_total_mean,count_register_year_2020,child_observe_total_mean_enum,obs_handwashing_1,quintile_std_enum,teacher_emotional_understand,child_age_std_enum
ID_C9RZNXMYF,48.12493620460992,teacher_emotional_total,child_age,child_observe_diligent,child_observe_total,child_observe_attentive,obs_materials,child_date_day_mean_enum,teacher_emotional_understand,count_staff_salary_paid_std_enum,teacher_social_nonaggressive,teacher_social_total,teacher_emotional_total_mean_enum,count_register_year_2020,count_staff_time_full_std_enum,teacher_emotional_total_mean
ID_63GVO6496,57.0018516115855,child_observe_total,child_date_month,child_observe_attentive,child_observe_diligent,child_dob_year_mean,child_gender,child_observe_total_mean,child_date_month_std,teacher_selfcare_total_std,latitude_std_enum,count_staff_qual_nqf6_9_std,child_observe_interested,child_observe_total_mean_enum,child_date_month_mean,teacher_social_total_mean_enum
ID_MQDKXQO9R,34.626383971137905,count_staff_time_full_std_enum,count_staff_gender_std_enum,pri_funding_subsidy_mean,child_observe_total_mean,count_staff_salary_paid_std_enum,count_register_race_african_std_enum,count_register_year_2020,child_years_in_programme,pri_fees_amount_mean_enum,quintile_std_enum,obs_materials,child_months_enrolment,count_staff_time_full_std,count_staff_gender_female_std_enum,teacher_social_total
ID_8NHEV4JYV,22.919368019053532,child_dob_day,obs_materials,pri_separate,child_years_in_programme,child_observe_total_mean,id_facility,count_register_gender_std_enum,count_register_year_2020,pri_calc_time_open,child_age_child_height_divide,id_ward_std_enum,quintile_std_enum,id_dc_n_std,count_staff_gender_female_std_enum,obs_handwashing_1
ID_49Q0B09ZE,43.215336103147116,child_observe_total,child_age,child_age_group,child_height,child_observe_diligent,child_observe_concentrated,child_observe_attentive,child_observe_general,child_dob_month,child_age_child_height_multiply,id_team_mean_enum,count_toilets_children,id_facility,child_observe_interested,id_ward
ID_OFDARJRN8,25.826011083359184,child_gender,count_children_present,child_zha,count_register_year_2020,latitude_longitude_divide,teacher_emotional_understand,obs_materials_12,child_years_in_programme,teacher_emotional_total_pri_fees_amount_subtract,teacher_emotional_total_mean_enum,pra_agency_choice,child_dob_year_std_enum,child_height_mean,child_height_mean_enum,teacher_emotional_total_mean
ID_SUUJWQCUK,63.903199992412326,child_observe_total,child_age,ses_proxy,child_age_child_height_multiply,child_height,child_age_group,child_observe_concentrated,child_observe_diligent,child_date_month,child_observe_attentive,ward_best,child_gender,count_staff_time_std_enum,pri_fees_amount,ses_cat
ID_LSRZPR784,51.32527908752726,teacher_emotional_total,child_dob_day,child_observe_diligent,child_observe_total,child_observe_total_mean_enum,teacher_emotional_total_pri_fees_amount_multiply,child_observe_attentive,child_observe_total_mean,child_date_month_std,child_date_month,id_facility,child_gender,child_dob_day_mean,child_date_month_mean,child_age_child_height_divide
