child_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
ID_0I0999N6S,58.50725297687569,child_observe_total,teacher_emotional_total,child_observe_diligent,teacher_emotional_total_pri_fees_amount_multiply,child_observe_attentive,child_gender,child_observe_interested,teacher_emotional_total_pri_fees_amount_pv_multiply,teacher_social_total,teacher_emotional_met,count_staff_time_full_std_enum,teacher_emotional_understand,pri_fees_amount_std_enum,child_dob_month,child_observe_general
ID_GQ6ONJ4FP,46.9468956693493,child_observe_total,teacher_emotional_total,child_observe_concentrated,child_observe_diligent,teacher_emotional_total_pri_fees_amount_multiply,child_observe_attentive,child_gender,child_observe_interested,id_facility,teacher_emotional_understand,teacher_emotional_met,teacher_emotional_total_pri_fees_amount_pv_multiply,child_dob_day_mean,id_dc_n_std,count_register_year_2020
ID_YZ76CVRW3,47.50717200089302,child_observe_diligent,data_year_std_enum,child_observe_total,child_age_std_enum,child_age_mean,child_observe_attentive,child_observe_total_mean,count_register_all_std,child_date_month_std_enum,child_date_year_std_enum,teacher_social_total_mean_enum,count_register_gender_male_std,count_staff_qual_nqf6_9_mean_prov,child_dob_day_std,child_dob_year
ID_BNINCRXH8,70.30515704148061,child_observe_total,child_observe_concentrated,child_age,child_observe_diligent,child_observe_attentive,child_age_child_height_divide,child_date_month_std,child_gender,count_register_gender_male_std_enum,teacher_emotional_total,pri_funding_subsidy_mean_enum,id_facility_n_std,pri_capacity,count_register_year_grader_mean,child_years_in_programme
ID_1U7GDTLRI,45.68290269400083,child_observe_total,child_observe_diligent,child_observe_attentive,pri_fees_amount_pv_std,id_ward_mean,count_toilets_children_mean_prov,child_date_day_mean_enum,child_enrollment_age,pri_fees_amount_std_enum,count_register_gender_male_std_enum,id_facility,count_staff_time_full_std_enum,teacher_emotional_understand,count_register_year_2020,pri_funding_subsidy_mean_enum
ID_HUPM6GALH,67.53928867715149,child_age,child_age_group,ward_best,id_facility,child_observe_diligent,ses_proxy,child_observe_total,child_age_std_enum,child_observe_attentive,child_age_child_height_divide,child_age_mean,child_date_month_std,child_gender,child_dob_day,teacher_social_total_mean_enum
ID_RLC7D66D6,41.599296403028646,child_observe_total,child_observe_concentrated,child_height,child_observe_diligent,child_observe_attentive,child_observe_general,pri_separate,child_years_in_programme,teacher_emotional_total,teacher_emotional_met,id_dc_n_std,child_observe_interested,pra_agency_choice,count_register_year_2017_std,count_register_year_2020
ID_3IDOXBRX5,44.618213899271005,child_observe_total,teacher_emotional_total,child_observe_diligent,child_zha,child_observe_attentive,child_gender,child_date_month,child_observe_interested,obs_materials_12,child_years_in_programme,teacher_emotional_met,teacher_emotional_understand,teacher_social_total,child_age_child_height_divide,child_dob_day_mean
ID_5HF27TNFX,51.592302891244195,child_observe_total,child_observe_concentrated,child_observe_diligent,data_year_std_enum,child_observe_total_mean,child_age_mean,child_age_std_enum,obs_materials_12,child_zha,child_observe_attentive,child_date_month_std_enum,child_dob_year,count_register_gender_male_std,teacher_emotional_understand,count_staff_gender_male_std
ID_C9RZNXMYF,48.557591246181865,teacher_emotional_total,child_age,child_observe_diligent,child_observe_total,child_observe_attentive,count_staff_time_full_std_enum,child_enrollment_age,teacher_emotional_met,obs_materials,teacher_emotional_understand,teacher_social_nonaggressive,child_dob_year,child_date_day_mean_enum,pri_calc_time_close,id_dc_n_std
ID_63GVO6496,57.34360973428221,child_observe_total,child_dob_year_mean,child_observe_diligent,child_date_month,latitude_std_enum,child_observe_attentive,id_facility,child_gender,child_date_month_std,child_observe_total_mean,child_years_in_programme,pri_funding_subsidy_mean_enum,child_observe_interested,count_register_gender_male_std,count_register_all_std
ID_MQDKXQO9R,34.67692394602906,child_observe_total_mean,child_months_enrolment,pri_funding_subsidy_mean_enum,id_dc_n_std,count_staff_time_full_std_enum,child_years_in_programme,count_register_all_std_enum,enrollment_duration,count_staff_all_std,count_register_year_2020,count_staff_salary_paid_std_enum,count_staff_all_std_enum,id_dc_n_std_enum,count_staff_time_std_enum,count_staff_contract_std_enum
ID_8NHEV4JYV,20.71478805932429,obs_materials,child_dob_day,child_observe_total_mean,count_register_all_std,pri_calc_time_open,pri_separate,child_years_in_programme,id_dc_n_std,count_register_year_2020,obs_equipment,count_register_gender_female_std_enum,child_dob_month_std,id_prov_n,child_date_day,child_dob_month_mean_enum
