child_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
ID_0I0999N6S,54.492406518655216,child_observe_total,child_observe_diligent,child_observe_attentive,teacher_emotional_total_pri_fees_amount_multiply,child_gender,teacher_emotional_total_pri_fees_amount_pv_multiply,child_observe_interested,teacher_emotional_met,child_age,pri_fees_amount_std_enum,count_toilets_children,teacher_social_total,longitude_std,child_dob_month,obs_materials_12
ID_GQ6ONJ4FP,44.19772796065272,child_observe_total,child_observe_concentrated,child_observe_diligent,child_observe_attentive,teacher_emotional_total,child_gender,teacher_emotional_total_pri_fees_amount_multiply,child_observe_interested,child_date_day_mean_enum,child_dob_day,teacher_emotional_understand,teacher_emotional_met,teacher_emotional_total_mean_enum,pra_agency_understand,count_register_year_2020
ID_YZ76CVRW3,47.787969813747715,teacher_emotional_total_pri_fees_amount_pv_multiply,child_observe_diligent,child_date_month_std_enum,child_observe_attentive,data_year_std_enum,child_observe_total,teacher_emotional_total_pri_fees_amount_multiply,child_observe_total_mean,teacher_emotional_total,count_register_year_2017_mean,child_observe_concentrated,count_register_all_std,child_age_std_enum,teacher_social_total_mean_enum,pri_year_mean
ID_BNINCRXH8,71.0930477047003,child_observe_total,child_observe_concentrated,child_age,child_observe_diligent,child_observe_attentive,pri_capacity,teacher_emotional_total,child_gender,child_age_child_height_divide,pri_funding_subsidy_mean_enum,count_register_race_std_enum,child_observe_total_mean,child_dob_year_mean,count_staff_qual_nqf4_5_std_enum,child_years_in_programme
ID_1U7GDTLRI,48.0702239369892,child_observe_total,child_observe_diligent,teacher_emotional_total,pri_funding_subsidy_mean_enum,child_observe_attentive,count_register_race_std_enum,pri_fees_amount_std_enum,count_toilets_children_mean_prov,id_facility,child_observe_interested,longitude_mean,pri_fees_amount_pv_std,count_staff_qual_nqf4_5_std_enum,child_enrollment_age,obs_materials
ID_HUPM6GALH,66.75918596189615,child_age,id_facility,child_age_group,ses_proxy,child_observe_diligent,ward_best,child_observe_total,child_observe_attentive,child_age_std_enum,child_date_month_std,child_age_child_height_divide,child_age_mean,child_gender,child_observe_total_mean,ward_best_std
ID_RLC7D66D6,42.73175231489746,child_observe_total,child_observe_concentrated,child_height,child_observe_diligent,child_observe_attentive,teacher_emotional_total,child_years_in_programme,pri_separate,teacher_emotional_met,child_enrollment_age,child_observe_general,child_observe_interested,pra_agency_choice,teacher_emotional_total_mean_enum,teacher_social_assistance
ID_3IDOXBRX5,43.74429349004204,child_observe_total,child_observe_diligent,child_zha,child_observe_attentive,child_date_month,teacher_emotional_total,child_age_child_height_divide,child_date_day_mean_enum,child_gender,child_observe_interested,child_years_in_programme,obs_materials_12,teacher_emotional_met,teacher_social_total,teacher_emotional_understand
ID_5HF27TNFX,49.07626746495326,child_observe_total,child_observe_concentrated,child_observe_diligent,child_date_year_std_enum,child_observe_total_mean,child_observe_attentive,child_zha,child_date_month_std_enum,data_year_std_enum,obs_materials_12,child_observe_total_mean_enum,count_register_year_2020,child_age_std_enum,child_zha_std,teacher_emotional_understand
ID_C9RZNXMYF,45.02969988084993,child_age,child_observe_diligent,child_observe_total,child_observe_attentive,teacher_emotional_total,teacher_emotional_met,child_date_day_mean_enum,teacher_social_nonaggressive,teacher_emotional_understand,teacher_emotional_total_mean_enum,count_staff_time_full_std_enum,child_enrollment_age,obs_materials,teacher_social_peers,longitude_std
